artist,url,artist_country,location,date_string,insta,spotify,rf_short_description,m_rating,l_rating,comment,emoji_beskrivelse,start_time,new_date_string,start_datetime
Indigo De Souza,https://www.roskilde-festival.dk/da/years/2023/acts/indigo-de-souza/,US,🌍 Gaia,18:30 Torsdag 29. juni 2023,https://www.instagram.com/indigofaraway/,https://open.spotify.com/artist/3ir2pF2mkiEWqyPenKTh5e,Rå følelser formidles i stærke og upolerede sange af den albumaktuelle sangskriver,😌Tømmermændsmusik, ,pretty decent pop, ,18:30,29jun 2023,2023-06-29 18:30:00+02:00
Ithaca,https://www.roskilde-festival.dk/da/years/2023/acts/ithaca/,UK,🌍 Gaia,16:00 Torsdag 29. juni 2023,https://www.instagram.com/ithacaband/,https://open.spotify.com/artist/7HIvrtPrTTxXrBeJkiRj8x?si=iOkpO4zmTPGrTGQdApQDNQ,Med rødder i metal og hardcore leverer Ithaca kantslag til racisme og homofobi,💀Nej, , , ,16:00,29jun 2023,2023-06-29 16:00:00+02:00
Ivorian Doll,https://www.roskilde-festival.dk/da/years/2023/acts/ivorian-doll/,UK,🚀 Apollo,20:00 Onsdag 28. juni 2023,https://www.instagram.com/ivoriandoll/,https://open.spotify.com/artist/5zWJtrglcTFohMajO2qrgd?si=V1EfUlkvSBWml190u-Goow,Selvudnævnt Queen of Drill indtager Roskilde ,👍Ja, ,nice britisk hiphop, ,20:00,28jun 2023,2023-06-28 20:00:00+02:00
J.I.D,https://www.roskilde-festival.dk/da/years/2023/acts/jid/,US,🎪 Arena,16:00 Torsdag 29. juni 2023,https://www.instagram.com/jidsv/,https://open.spotify.com/artist/6U3ybJ9UHNKEdsH7ktGBZ7?si=BTgCCizyQq6XV-8aIjKSLg,Atlanta-rapperen indtager Roskilde med sit alsidige og politisk vakte udtryk,👍Ja, ,banger hiphop (<3ing this more than Denzel Curry), ,16:00,29jun 2023,2023-06-29 16:00:00+02:00
Jake Blount,https://www.roskilde-festival.dk/da/years/2023/acts/jake-blount/,US,🏝️ Gloria,17:30 Onsdag 28. juni 2023,https://www.instagram.com/jake.m.blount/,https://open.spotify.com/artist/63yfJDmaBbifNzvWUUdpv1?si=WGY-g-RkTV-lvLY53zHBaA,Afrofuturistisk og queer blik på amerikansk folkemusiktradition ,👍Ja,🤯JA!,BLM-folk, ,17:30,28jun 2023,2023-06-28 17:30:00+02:00
Jammjam,https://www.roskilde-festival.dk/da/years/2023/acts/jammjam/,INT,🟠 Orange,17:00 Fredag 30. juni 2023,https://www.instagram.com/roskildefestival/,,Efter et brag af et show i 2022 vender fænomenet JammJam tilbage til Roskilde, , , , ,17:00,30jun 2023,2023-06-30 17:00:00+02:00
Japanese Breakfast,https://www.roskilde-festival.dk/da/years/2023/acts/japanese-breakfast/,US,🎪 Arena,18:15 Fredag 30. juni 2023,https://www.instagram.com/jbrekkie,https://open.spotify.com/artist/7MoIc5s9KXolCBH1fy9kkw?si=4Bx4gpmrShiHzhRSteUeng,Det anmelderroste indieband indhyller Roskilde i drømmende poplyde.,👍Ja,👍Ja,"elektronisk univers, lidt melankolsk/svævende - poooop", ,18:15,30jun 2023,2023-06-30 18:15:00+02:00
Jockstrap,https://www.roskilde-festival.dk/da/years/2023/acts/jockstrap/,UK,🌍 Gaia,18:30 Fredag 30. juni 2023,https://www.instagram.com/jockstrap_music/,https://open.spotify.com/artist/6S3Z6Me30mtdm526H17v8k?si=Bje5sPewQX2rlYEDILrqTQ,Overjordiske og eksperimenterende popperler fra hypet engelsk duo,😌Tømmermændsmusik, ,weird pop (på grænsen til wildcard), ,18:30,30jun 2023,2023-06-30 18:30:00+02:00
Jon Chase,https://www.roskilde-festival.dk/da/years/2023/acts/jon-chase/,UK,📣 Flokkr,20:00 Søndag 25. juni 2023,https://instagram.com/,,Britisk videnskabsrapper, , , , ,20:00,25jun 2023,2023-06-25 20:00:00+02:00
Jules Fischer & Josefine Opsahl,https://www.roskilde-festival.dk/da/years/2023/acts/jules-fischer-josefine-opsahl/,DK,Platform,17:30 Onsdag 28. juni 2023,https://www.instagram.com/roskildefestival/,,To af tidens store kunstneriske talenter forener deres kræfter i intens og sanselig queer-performance, , , , ,17:30,28jun 2023,2023-06-28 17:30:00+02:00
Kalaset,https://www.roskilde-festival.dk/da/years/2023/acts/kalaset/,,👩 Eos,16:15 Tirsdag 27. juni 2023,https://www.instagram.com/k.kalaset/?fbclid=IwAR0Db1FAvT8dtdDySHnieeaNnqiqgPG_sZtuipIHJ4ez7gXinTWybDVTDNA,https://open.spotify.com/artist/2Wqxw6V3d9ZzAf32jTjwW7?si=iOOGj_oqSsmGBb0tObbhtg,Dansk drømmepop med kurs mod stjernerne , , , , ,16:15,27jun 2023,2023-06-27 16:15:00+02:00
Karpe: Omar Sheriff,https://www.roskilde-festival.dk/da/years/2023/acts/karpe-omar-sheriff/,,🏝️ Avalon,20:00 Torsdag 29. juni 2023,https://www.instagram.com/karpe_offisiell/?hl=da,https://open.spotify.com/artist/3X23gpg1vPacr0hBARyxtN?si=ZUsK3xVPQj2PlEL3tx9Cmw,Norges største rapgruppe kommer til Danmark med spektakulært liveshow.,👍Ja, ,norsk rap. Tror det bliver fedt, ,20:00,29jun 2023,2023-06-29 20:00:00+02:00
Kassi Valazza,https://www.roskilde-festival.dk/da/years/2023/acts/kassi-valazza/,US,🏝️ Gloria,16:30 Lørdag 1. juli 2023,https://www.instagram.com/kassivalazza/,https://open.spotify.com/artist/4qIi20XYGNXcVvCzBZFumH?autoplay=true,"Solrige og psykedeliske landskaber mellem country, americana og neo-folk ", , , , ,16:30,1jul 2023,2023-07-01 16:30:00+02:00
Katharina Grosse,https://www.roskilde-festival.dk/da/years/2023/acts/katharina-grosse/,DE,⛺ Campsite,Søndag 25. juni 2023,https://www.instagram.com/katharina_grosse/,,Enormt dansegulvsmaleri vender farverigt tilbage til Roskilde Festivals campingplads , , , , ,13:37,25jun 2023,2023-06-25 13:37:00+02:00
Kendrick Lamar,https://www.roskilde-festival.dk/da/years/2023/acts/kendrick-lamar/,US,🟠 Orange,22:00 Onsdag 28. juni 2023,https://www.instagram.com/kendricklamar/,https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,En af vor tids vigtigste rappere vender endelig tilbage til Orange Scene!,🤯JA!, , , ,22:00,28jun 2023,2023-06-28 22:00:00+02:00
Kendrick Lamar,https://www.roskilde-festival.dk/da/years/2023/acts/kendrick-lamar/,US,🟠 Orange,22:00 Onsdag 28. juni 2023,https://www.instagram.com/kendricklamar/,https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,En af vor tids vigtigste rappere vender endelig tilbage til Orange Scene!,🤯JA!, , , ,22:00,28jun 2023,2023-06-28 22:00:00+02:00
Kesi,https://www.roskilde-festival.dk/da/years/2023/acts/kesi/,DK,🟠 Orange,19:30 Fredag 30. juni 2023,https://www.instagram.com/kesi,https://open.spotify.com/artist/2d7AMvzFwh5wUTuqQl3BAE,Kom til hitfest på Orange med dansk raps måske bedste live-performer. ,👍Ja,👍Ja,moderne dansk autotune-rap, ,19:30,30jun 2023,2023-06-30 19:30:00+02:00
Kind Mod Kind,https://www.roskilde-festival.dk/da/years/2023/acts/kind-mod-kind/,,👩 Eos,23:45 Søndag 25. juni 2023,https://www.instagram.com/kindmodkind/,https://open.spotify.com/artist/0cc3y7owJCbx8MuYJZI6As?si=0plsGPe_Tuy8wFcLAywBdw,Følsom rave-pop forbinder dansegulvet og sommerhimlen , , , , ,23:45,25jun 2023,2023-06-25 23:45:00+02:00
Kindsight,https://www.roskilde-festival.dk/da/years/2023/acts/kindsight/,,🌍 Gaia,18:30 Mandag 26. juni 2023,https://www.instagram.com/kindsight.kindsight,https://open.spotify.com/artist/69INXmdJGXIPAZQuThqRjw?si=B-U2SLrmT1mCY4FzmplO1A,Sommerlige poptoner og melankolsk alt-rock i underskøn forening , , , , ,18:30,26jun 2023,2023-06-26 18:30:00+02:00
King Kami,https://www.roskilde-festival.dk/da/years/2023/acts/king-kami/,BR,🚀 Apollo,19:00 Lørdag 1. juli 2023,https://www.instagram.com/kiingkamii/?hl=en,https://open.spotify.com/artist/4Euz6vlPoujB4l6IUpJkdn?si=V_TIsd26QfCFW7f4nVrAYw,Pulserende bas og elektroniske beats møder brasiliansk funk,👍Ja, ,Tropkillaz style, ,19:00,1jul 2023,2023-07-01 19:00:00+02:00
Kinga Bartis,https://www.roskilde-festival.dk/da/years/2023/acts/kinga-bartis/,RO,🏟️ Festival Site,Onsdag 28. juni 2023,https://www.instagram.com/kinga_bartis,,"Drømmende malerier åbner for nye forståelser af køn, krop og seksualitet", , , , ,13:37,28jun 2023,2023-06-28 13:37:00+02:00
Kleo,https://www.roskilde-festival.dk/da/years/2023/acts/kleo/,DK,🌍 Gaia,17:00 Søndag 25. juni 2023,https://www.instagram.com/kleoleia/,https://open.spotify.com/artist/5Kur13kkU4pOoNFAE8K0YF?si=nk35DZAeTwqZnTB8ljC_sg,Kosmisk pop med meditative lag og storslåede melodier , , , , ,17:00,25jun 2023,2023-06-25 17:00:00+02:00
Koloah,https://www.roskilde-festival.dk/da/years/2023/acts/koloah/,UA,🚀 Apollo,00:00 Torsdag 29. juni 2023,https://www.instagram.com/koloah/,https://open.spotify.com/artist/47h1fkAGUe9nbV8TLPYUAM?si=sA2-bzblSrqqKR3eD1BQJg,En af Kyivs vigtigste elektroniske musikere åbner Fast Forward-kurateret nat med AV-show ,👍Ja, ,"Ukrainsk rave-party, ja tak!", ,00:00,29jun 2023,2023-06-30 00:00:00+02:00
Kundo,https://www.roskilde-festival.dk/da/years/2023/acts/kundo/,,👩 Eos,17:45 Tirsdag 27. juni 2023,https://www.instagram.com/1waykundo/,https://open.spotify.com/artist/2GGL93jyTZ4X7uidHSJhIr?si=uyXCQK7KSlugFGu1mcIdEw,Vedkommende rap-håb med old school-lyd og tunge beats , , , , ,17:45,27jun 2023,2023-06-27 17:45:00+02:00
Kuunatic,https://www.roskilde-festival.dk/da/years/2023/acts/kuunatic/,JP,Platform,21:15 Onsdag 28. juni 2023,https://www.instagram.com/kuunatic/,https://open.spotify.com/artist/5uZn75Nrcnvzl4tkgPQlEB?si=_SsxjVb-SWS-rad4ESHSyA,Et kosmisk ægteskab mellem japansk psychedelia og tribale rytmer fra en fremmed planet, , , , ,21:15,28jun 2023,2023-06-28 21:15:00+02:00
Lady Neptune,https://www.roskilde-festival.dk/da/years/2023/acts/lady-neptune/,UK,🏝️ Gloria,01:30 Fredag 30. juni 2023,https://open.spotify.com/artist/1uLlFT863JCNsqWt5KUgfV?si=A7br-hMaSXyLDAvu64okFA,https://open.spotify.com/playlist/4X3nNZpb6K01VWthTG95lf,Et vildt mix af happy hardcore og gabber fylder dig med ekstase og rædsel,💀Nej, ,gabber-pop, ,01:30,30jun 2023,2023-07-01 01:30:00+02:00
Latto,https://www.roskilde-festival.dk/da/years/2023/acts/latto/,US,🎪 Arena,14:00 Torsdag 29. juni 2023,https://www.instagram.com/latto777/,https://open.spotify.com/artist/3MdXrJWsbVzdn6fe5JYkSQ?si=QYg6SVaNRju8HxgPmzhcWw,Atlanta-rapper med fængende hits og uimodståelig swagger ,👍Ja,😌Tømmermændsmusik,Georiga-rapper - lizzo style, ,14:00,29jun 2023,2023-06-29 14:00:00+02:00
Leenalchi,https://www.roskilde-festival.dk/da/years/2023/acts/leenalchi/,KR,🌍 Gaia,20:45 Torsdag 29. juni 2023,https://www.instagram.com/leenalchi/?hl=da,https://open.spotify.com/artist/0kHgYUOcTac5RhkYx1thsq?si=dTWegvhDSZyzMgqhY8Cw6A,Alternativ koreansk pop med fire forsangere og new wave-inspiration.,🤡Wildcard, ,koreansk vildskab,🎤🇰🇷🎶🌊,20:45,29jun 2023,2023-06-29 20:45:00+02:00
Lil Nas X,https://www.roskilde-festival.dk/da/years/2023/acts/lil-nas-x/,US,🟠 Orange,22:15 Torsdag 29. juni 2023,https://www.instagram.com/lilnasx/,https://open.spotify.com/artist/7jVv8c5Fj3E9VhNjxT4snq?si=nuPTK6cgT2yQe5nkyJf_ww,Queer-ikon og stjernerapper skubber fortsat til grænserne,🤯JA!,👍Ja,gay hiphop. hillarious and awesome, ,22:15,29jun 2023,2023-06-29 22:15:00+02:00
Liniker,https://www.roskilde-festival.dk/da/years/2023/acts/liniker/,BR,🌍 Gaia,18:30 Lørdag 1. juli 2023,https://www.instagram.com/linikeroficial/,https://open.spotify.com/artist/2O6q06oNcmOIPg1qidSU3C?si=kwWj7Az3SO-QN1DuH0ZMIw,Brasiliansk soulikon og queer-aktivist indtager Roskilde , , , , ,18:30,1jul 2023,2023-07-01 18:30:00+02:00
Liraz,https://www.roskilde-festival.dk/da/years/2023/acts/liraz/,IR,🏝️ Avalon,15:00 Fredag 30. juni 2023,https://www.instagram.com/liraz_naz/,https://open.spotify.com/artist/0qTgfqWyTcC1VAYn2vSMpk?si=ZMngb3zXSG6_lz1fI5a4Wg,Liraz leverer persisk dansefest med feministiske budskaber og revolutionær energi,👍Ja, ,Persisk dansefest, ,15:00,30jun 2023,2023-06-30 15:00:00+02:00
Lise Haller Baggesen,https://www.roskilde-festival.dk/da/years/2023/acts/lise-haller-baggesen/,DK,🏟️ Festival Site,Onsdag 28. juni 2023,https://www.instagram.com/lisehallerbaggesen,,Farverige tekstiler transformerer Glorias rå industrihal til meditativt univers, , , , ,13:37,28jun 2023,2023-06-28 13:37:00+02:00
Lizzo,https://www.roskilde-festival.dk/da/years/2023/acts/lizzo/,US,🟠 Orange,23:00 Lørdag 1. juli 2023,https://www.instagram.com/lizzobeeating/,https://open.spotify.com/artist/56oDRnqbIiwx4mymNEv7dS?si=9cwctR29QXG5S5ZSeLd48Q,Selvkærlighedens ypperstepræstinde vender tilbage til Roskilde med kropspositiv fest ,🤯JA!,🤯JA!, , ,23:00,1jul 2023,2023-07-01 23:00:00+02:00
Lock Up,https://www.roskilde-festival.dk/da/years/2023/acts/lock-up/,UK,🏝️ Avalon,22:30 Lørdag 1. juli 2023,https://www.instagram.com/lockup666official/,https://open.spotify.com/artist/0AKZrsOYW77C7QW1jzdhNX?si=n2a66vraQFyYHNJLjQj4PA,Grindcore-supergruppe anført af Napalm Death-bassist leverer brutal fest,💀Nej, ,Mine ører bløder D:, ,22:30,1jul 2023,2023-07-01 22:30:00+02:00
Lorna Shore,https://www.roskilde-festival.dk/da/years/2023/acts/lorna-shore/,US,🏝️ Avalon,21:30 Onsdag 28. juni 2023,https://www.instagram.com/lornashore/?hl=da,https://open.spotify.com/artist/6vXYoy8ouRVib302zxaxFF?si=ZZ_5FJK6QKetqBUGskj7hA,Amerikansk deathcore-band leverer teknisk ekvilibrisme og et intenst sceneshow.,💀Nej,💀Nej, , ,21:30,28jun 2023,2023-06-28 21:30:00+02:00
Lous And The Yakuza,https://www.roskilde-festival.dk/da/years/2023/acts/lous-and-the-yakuza/,CD/BE,👩 Eos,19:30 Torsdag 29. juni 2023,https://www.instagram.com/lousandtheyakuza/?hl=da,https://open.spotify.com/artist/2HPiMwJktBXqakN0hnON2R?si=Uu0a0RThSf6zhKBG2N0oLw,Fransksproget pop med soulet sensualitet fra congolesisk-belgisk stjerneskud.,😌Tømmermændsmusik, ,"rap på fransk, bliver ikke helt fanget af det", ,19:30,29jun 2023,2023-06-29 19:30:00+02:00
Loyle Carner,https://www.roskilde-festival.dk/da/years/2023/acts/loyle-carner/,UK,🎪 Arena,21:30 Lørdag 1. juli 2023,https://www.instagram.com/loylecarner/,https://open.spotify.com/artist/4oDjh8wNW5vDHyFRrDYC4k?si=TDFmbRk2Rs-MEFdbCrrvzA,Kritikerrost engelsk hiphop med jazzet nerve og stærkt personlige tekster , , , , ,21:30,1jul 2023,2023-07-01 21:30:00+02:00
Lucrecia Dalt,https://www.roskilde-festival.dk/da/years/2023/acts/lucrecia-dalt/,CO,🏝️ Gloria,14:30 Lørdag 1. juli 2023,https://www.instagram.com/lucreciadalt/,https://open.spotify.com/artist/4LC4vkseYrSEDd6MjZvOO9?si=Lp2CM80cQe6fNp8mDJ-spA,Colombiansk tradition og futuristisk sci-fi i smuk forening,😌Tømmermændsmusik,😌Tømmermændsmusik,RIGTIG godt til tømmermænd, ,14:30,1jul 2023,2023-07-01 14:30:00+02:00
Luedji Luna,https://www.roskilde-festival.dk/da/years/2023/acts/luedji-luna/,BR,🏝️ Gloria,16:30 Fredag 30. juni 2023,https://www.instagram.com/luedjiluna/,https://open.spotify.com/artist/0sWTkzCrdEvuX7Du6MFLzc?si=uh7BigCeRYmXaAKuzmraIQ,"Kærlighed, protest og afro-brasiliansk empowerment fra sjælfuld stemme ",😌Tømmermændsmusik, ,"lækker stemme, meget braziliansk!", ,16:30,30jun 2023,2023-06-30 16:30:00+02:00
Lyra Valenza,https://www.roskilde-festival.dk/da/years/2023/acts/lyra-valenza/,,Platform,00:30 Lørdag 1. juli 2023,https://www.instagram.com/lyraval_insta/?fbclid=IwAR2FeMwrS1qTFCruBosnWLnTnD594w0KHpgys-EoZZOdW8j0xj230sFTpNM,https://open.spotify.com/artist/34VlLtL7bIjD8JT48R3eJB?si=dxKK3keNRT-KCoqe4H35HA,Fremadskuende elektronisk musik fra stærk dansk duo , , , , ,00:30,1jul 2023,2023-07-02 00:30:00+02:00
Léon,https://www.roskilde-festival.dk/da/years/2023/acts/l%C3%A9on/,SE,👩 Eos,17:00 Torsdag 29. juni 2023,http://instagram.com/leon,https://open.spotify.com/artist/4SqTiwOEdYrNayaGMkc7ia?si=zKFZl3yuQey6pzapc2w0QQ,Synth-eufori fra svensk popvidunder ,👍Ja,🤯JA!,Hende kunstneren som Line lytter til hele tiden <3, ,17:00,29jun 2023,2023-06-29 17:00:00+02:00
Maja Malou Lyse & Esben Weile Kjær,https://www.roskilde-festival.dk/da/years/2023/acts/maja-malou-lyse-esben-weile-kj%C3%A6r/,DK,🏟️ Festival Site,Onsdag 28. juni 2023,https://www.instagram.com/roskildefestival/,,To af de mest talentfulde danske kunstnere slår sig sammen på dette års festival, , , , ,13:37,28jun 2023,2023-06-28 13:37:00+02:00
Maria Nørholm Ramouk,https://www.roskilde-festival.dk/da/years/2023/acts/maria-n%C3%B8rholm-ramouk/,DK/MA,🏟️ Festival Site,Onsdag 28. juni 2023,https://www.instagram.com/maria.norholm.ramouk/,,Kunstner lægger en beskyttende hånd over dette års festivalgæster , , , , ,13:37,28jun 2023,2023-06-28 13:37:00+02:00
Marikiscrycrycry,https://www.roskilde-festival.dk/da/years/2023/acts/marikiscrycrycry/,UK/US,Platform,19:30 Onsdag 28. juni 2023,https://www.instagram.com/marikiscrycrycry,,Anerkendt kunstner og koreograf skaber nyt performanceværk til Roskilde Festival, , , , ,19:30,28jun 2023,2023-06-28 19:30:00+02:00
Martin Creed,https://www.roskilde-festival.dk/da/years/2023/acts/martin-creed/,UK,⛺ Campsite,Søndag 25. juni 2023,https://www.instagram.com/martin_creed,,En prisvindende kunstner skaber lysende appel til årets festival med sit berømte kunstværk, , , , ,13:37,25jun 2023,2023-06-25 13:37:00+02:00
Mas,https://www.roskilde-festival.dk/da/years/2023/acts/mas/,,👩 Eos,23:45 Mandag 26. juni 2023,https://instagram.com/,https://open.spotify.com/artist/3Tg0bQKDqc4ONwmKywDq72?si=QcymDM16T4SV1c7Py4Y4PA,Dansk rap-håb indtager Roskilde med imødeset debutalbum , , , , ,23:45,26jun 2023,2023-06-26 23:45:00+02:00
Mellemfolkeligt Samvirke,https://www.roskilde-festival.dk/da/years/2023/acts/mellemfolkeligt-samvirke/,,📣 Flokkr,18:00 Søndag 25. juni 2023,https://www.instagram.com/roskildefestival/,,"Mellemfolkeligt Samvirke kæmper for en mere retfærdig og bæredygtig verden uden diskrimination, klimakrise og fattigdom. Det gør de i Danmark og mere end 45 lande over hele verden", , , , ,18:00,25jun 2023,2023-06-25 18:00:00+02:00
Melodi Ghazal,https://www.roskilde-festival.dk/da/years/2023/acts/melodi-ghazal/,DK/IR,🏝️ Gloria,16:30 Torsdag 29. juni 2023,https://www.instagram.com/melodighazal/,https://open.spotify.com/artist/6f05TSa46XPA6UoITTjqwm?si=oBbs2larRM-W1XiEs51bUw,Melodi Ghazal leverer pop med kant og iranske rødder,👍Ja, ,pop, ,16:30,29jun 2023,2023-06-29 16:30:00+02:00
Merro8,https://www.roskilde-festival.dk/da/years/2023/acts/merro8/,DK,👩 Eos,18:15 Tirsdag 27. juni 2023,https://www.instagram.com/merro8__/,https://open.spotify.com/artist/5LcNaarbF34TMSkVLE7YQc?si=-xwaq9a6RvWOuyQ8MX_E9w,Rap-underdog med unik stemmeføring , , , , ,18:15,27jun 2023,2023-06-27 18:15:00+02:00
Metteson,https://www.roskilde-festival.dk/da/years/2023/acts/metteson/,NO,🏝️ Avalon,22:30 Fredag 30. juni 2023,https://www.instagram.com/mettesonmusic/?hl=en,https://open.spotify.com/artist/6I6dO1Ytvcv32R1uzP5oZD?si=UZ9PuEcSQki7g6_nYZ9_sg,Et af Skandinaviens nye pophåb indtager Roskilde med storslåede popmusikalske dramaer ,👍Ja, ,god pop, ,22:30,30jun 2023,2023-06-30 22:30:00+02:00
Militarie Gun,https://www.roskilde-festival.dk/da/years/2023/acts/militarie-gun/,US,🌍 Gaia,16:00 Lørdag 1. juli 2023,https://www.instagram.com/MILITARIEGUN,https://open.spotify.com/artist/4us4NMG5wuqdUZvthZrj0Q?si=vPCuQBceQhO7jvhFx06Nqg,Original hardcore med rå nerve og stærke melodier  , , , , ,16:00,1jul 2023,2023-07-01 16:00:00+02:00
Minyo Crusaders,https://www.roskilde-festival.dk/da/years/2023/acts/minyo-crusaders/,JP,🏝️ Avalon,19:30 Onsdag 28. juni 2023,https://www.instagram.com/minyocrusaders/,https://open.spotify.com/artist/1zpJ58qKOgKcWge9iaFxHG?si=WRWt5RdtSl-kfPedDCRaig,Gamle japanske arbejdersange i spraglede musikalske klæder ,👍Ja, ,Japanere som spiller latinamerikansk musik, ,19:30,28jun 2023,2023-06-28 19:30:00+02:00
Mor,https://www.roskilde-festival.dk/da/years/2023/acts/mor/,SE,🌍 Gaia,14:30 Torsdag 29. juni 2023,https://www.instagram.com/mor_wakeup,https://open.spotify.com/artist/4VLZWJV6x7gfDSasogv3sb?si=REB5zg_LS0W70ESxFAGJLw,"Svensk supertrio blander episk pop, hip-hop og eksperimentallyst",👍Ja, ,Solidt JA! fin svensk pop , ,14:30,29jun 2023,2023-06-29 14:30:00+02:00
Nakkeknaekker,https://www.roskilde-festival.dk/da/years/2023/acts/nakkeknaekker/,DK,👩 Eos,17:45 Mandag 26. juni 2023,https://www.instagram.com/nakkeknaekker/,https://open.spotify.com/playlist/5W0vbpdNlcuIw2N1S5Cr8C,Møgbeskidt dansk dødsmetal med halsbrækkende live-energi , , , , ,17:45,26jun 2023,2023-06-26 17:45:00+02:00
Namasenda,https://www.roskilde-festival.dk/da/years/2023/acts/namasenda/,SE,🌍 Gaia,21:30 Tirsdag 27. juni 2023,https://www.instagram.com/usleemil/?hl=da,https://open.spotify.com/artist/13wADF4gMaMun7o6VzOzZp,Hårdtslående svensk hyperpop-kunstner med et arsenal af dansable sange, , , , ,21:30,27jun 2023,2023-06-27 21:30:00+02:00
Nausia,https://www.roskilde-festival.dk/da/years/2023/acts/nausia/,,🌍 Gaia,14:00 Mandag 26. juni 2023,https://www.instagram.com/nausia_official/,https://open.spotify.com/artist/163o4DEcZVOmeIhbIlNjXr?si=fXKUyni2Tzq_vcsU_68oPg,Københavner-kvintet med personligt bud på spirituel jazz , , , , ,14:00,26jun 2023,2023-06-26 14:00:00+02:00
Neon Priest,https://www.roskilde-festival.dk/da/years/2023/acts/neon-priest/,,👩 Eos,19:15 Søndag 25. juni 2023,https://www.instagram.com/neonpriest/,https://open.spotify.com/artist/2ABpmoGVflrSQ8thdBjyrU?si=w3RjYdngSiaJfG5ygMkdSg,Nedsmeltet pop i et eksplosivt elektronisk univers , , , , ,19:15,25jun 2023,2023-06-25 19:15:00+02:00
Newa,https://www.roskilde-festival.dk/da/years/2023/acts/newa/,GE,🚀 Apollo,01:00 Torsdag 29. juni 2023,https://www.instagram.com/newa.music/,https://open.spotify.com/playlist/5W0vbpdNlcuIw2N1S5Cr8C,Fast Forward byder på eksperimenterende techno fra Georgien med Newa ,🤡Wildcard,🤡Wildcard,Techno med stort T, ,01:00,29jun 2023,2023-06-30 01:00:00+02:00
Nikki Lane,https://www.roskilde-festival.dk/da/years/2023/acts/nikki-lane/,US,🌍 Gaia,21:00 Fredag 30. juni 2023,https://www.instagram.com/nikkilane77/,https://open.spotify.com/artist/2kWeFaiHBskk8oqky3KHcR?si=QfaxVXT6QZaFyk4gw5vxLg,En af den moderne outlaw countrys fineste sangskrivere,🤯JA!, ,Fed singer songwriter outlaw country music 🔫🏇, ,21:00,30jun 2023,2023-06-30 21:00:00+02:00
Nora Brown,https://www.roskilde-festival.dk/da/years/2023/acts/nora-brown/,US,🏝️ Gloria,14:30 Torsdag 29. juni 2023,https://www.instagram.com/little.nb/,https://open.spotify.com/artist/7h7pPNSsoz0NnyDmIqY7OT?si=H6QNFaRkShOxfc3D2zZorw,Banjo-vidunder med sjælfuldt take på amerikansk folk,👍Ja, ,banjo-singer-songwriter, ,14:30,29jun 2023,2023-06-29 14:30:00+02:00
Nova Twins,https://www.roskilde-festival.dk/da/years/2023/acts/nova-twins/,UK,👩 Eos,01:00 Torsdag 29. juni 2023,https://www.instagram.com/novatwinsmusic/,https://open.spotify.com/artist/7I95CM75shzCjHuTzrepjM?si=n7bS8RbGQLCP7CDpblx2nA,En supernova af urban punk rammer Roskilde,🤡Wildcard, ,linkin park agtigt,💥🎸🤘🌃,01:00,29jun 2023,2023-06-30 01:00:00+02:00
Oxfam Danmark,https://www.roskilde-festival.dk/da/years/2023/acts/oxfam-danmark/,DK,📣 Flokkr,14:00 Søndag 25. juni 2023,https://www.instagram.com/oxfamibis/,,"Hver dag kæmper millioner af fattige mennesker over hele verden for overlevelse og basale rettigheder. Oxfam Danmark arbejder for at afskaffe den samfundsskabte ulighed, som er årsag til dette. Det gør de med fokus på uddannelse, økonomisk ulighed, sociale rettigheder, fredsopbygning, humanitær bistand samt køns- og klimaretfærdighed ", , , , ,14:00,25jun 2023,2023-06-25 14:00:00+02:00
Pankisi Ensemble,https://www.roskilde-festival.dk/da/years/2023/acts/pankisi-ensemble/,,🏝️ Gloria,12:30 Lørdag 1. juli 2023,https://www.instagram.com/ensemble_pankisi/,https://open.spotify.com/artist/79JiwHfJKVfomH1O3UwC3C?si=3_w46rs4SJqT8hAqwAWFBQ,Et sjældent og smukt blik ind i vokaltraditionerne fra Georgiens Pankisi-dal , , , , ,12:30,1jul 2023,2023-07-01 12:30:00+02:00
Perturbator,https://www.roskilde-festival.dk/da/years/2023/acts/perturbator/,FR,🚀 Apollo,00:00 Lørdag 1. juli 2023,https://www.instagram.com/perturbatormusic/,https://open.spotify.com/artist/244uLu9lkdw39BJwlul3k8?si=KIjHw2j-SzOUI_DTC3mrVg,Iskold synthwave fra fransk mørkemester,👍Ja, ,mørk synth-pop, ,00:00,1jul 2023,2023-07-02 00:00:00+02:00
Phelimuncasi,https://www.roskilde-festival.dk/da/years/2023/acts/phelimuncasi/,ZA,🏝️ Gloria,01:30 Lørdag 1. juli 2023,https://www.instagram.com/realphelimuncasi/,https://open.spotify.com/artist/6efWsNfg9E1PSj46UWcxOx?si=y8fvIifRQcysfUEsS-Y2PA,Radikal sydafrikansk dansemusik med revolutionær energi,😌Tømmermændsmusik, ,sounds like something partiboy69 would sample, ,01:30,1jul 2023,2023-07-02 01:30:00+02:00
