Lil Nas X,https://www.roskilde-festival.dk/da/years/2023/acts/lil-nas-x/,US,Orange,22:15 Torsdag 29. juni 2023,https://www.instagram.com/lilnasx/,https://open.spotify.com/artist/7jVv8c5Fj3E9VhNjxT4snq?si=nuPTK6cgT2yQe5nkyJf_ww,Queer-ikon og stjernerapper skubber fortsat til grænserne
Burna Boy,https://www.roskilde-festival.dk/da/years/2023/acts/burna-boy/,NG,Orange,01:00 Torsdag 29. juni 2023,https://www.instagram.com/burnaboygram,https://open.spotify.com/artist/3wcj11K77LjEY1PkEazffa,Nigeriansk superstjerne kommer til Roskilde Festival med spektakulært liveshow. 
Central Cee,https://www.roskilde-festival.dk/da/years/2023/acts/central-cee/,UK,Arena,23:45 Torsdag 29. juni 2023,https://www.instagram.com/central__cee__/,https://open.spotify.com/artist/5H4yInM5zmHqpKIoMNAx4r?si=2dfiUBoYSRKkyUYiaCZVSw,Hypet engelsk rapper og drill-stjerne indtager Roskilde med sit stærke flow
Latto,https://www.roskilde-festival.dk/da/years/2023/acts/latto/,US,Arena,14:00 Torsdag 29. juni 2023,https://www.instagram.com/latto777/,https://open.spotify.com/artist/3MdXrJWsbVzdn6fe5JYkSQ?si=QYg6SVaNRju8HxgPmzhcWw,Atlanta-rapper med fængende hits og uimodståelig swagger 
Tove Lo,https://www.roskilde-festival.dk/da/years/2023/acts/tove-lo/,SE,Orange,19:30 Torsdag 29. juni 2023,https://www.instagram.com/tovelo/,https://open.spotify.com/artist/4NHQUGzhtTLFvgF5SZesLK?si=nubtht6NTmOmCb_PoSzMdQ,"Tove Lo leverer popfest med styrke, sårbarhed og lyst"
070 Shake,https://www.roskilde-festival.dk/da/years/2023/acts/070-shake/,US,Apollo,20:00 Torsdag 29. juni 2023,https://www.instagram.com/070shake/,https://open.spotify.com/artist/12Zk1DFhCbHY6v3xep2ZjI,Amerikansk raptalent fornyer hiphoppen og gør den futuristisk. 
Busta Rhymes,https://www.roskilde-festival.dk/da/years/2023/acts/busta-rhymes/,US,Orange,17:00 Torsdag 29. juni 2023,https://www.instagram.com/bustarhymes/,https://open.spotify.com/artist/1YfEcTuGvBQ8xSD1f53UnK?si=mGnCIYANQiO4MS0SmBmf-A,Legendarisk rapper rammer Roskilde med klassikere og vitalt nyt materiale 
Denzel Curry,https://www.roskilde-festival.dk/da/years/2023/acts/denzel-curry/,US,Arena,18:15 Torsdag 29. juni 2023,https://www.instagram.com/denzelcurryph,https://open.spotify.com/artist/6fxyWrfmjcbj5d12gXeiNV,Genrenedbrydende amerikansk rapper med overlegen teknik og suveræn crowd-control. 
Electric Wizard,https://www.roskilde-festival.dk/da/years/2023/acts/electric-wizard/,UK,Avalon,22:30 Torsdag 29. juni 2023,https://www.instagram.com/electricwizard.official/,https://open.spotify.com/artist/4htjQW3lgIwL6fEJlTOez4?si=sc3NEMD-TjisbPpKcsLzFw,Sjælden koncert fra okkulte riff-mestre  
Hudson Mohawke,https://www.roskilde-festival.dk/da/years/2023/acts/hudson-mohawke/,UK,Apollo,22:00 Torsdag 29. juni 2023,https://www.instagram.com/hudmo/,https://open.spotify.com/artist/6olWbKW2VLhFCHfOi0iEDb?si=mwJyEOMFRbOIyllYFS-MUw,Hiphopglad skotte starter festen med halsbrækkende elektroniske beats. 
J.I.D,https://www.roskilde-festival.dk/da/years/2023/acts/jid/,US,Arena,16:00 Torsdag 29. juni 2023,https://www.instagram.com/jidsv/,https://open.spotify.com/artist/6U3ybJ9UHNKEdsH7ktGBZ7?si=BTgCCizyQq6XV-8aIjKSLg,Atlanta-rapperen indtager Roskilde med sit alsidige og politisk vakte udtryk
Karpe: Omar Sheriff,https://www.roskilde-festival.dk/da/years/2023/acts/karpe-omar-sheriff/,,Avalon,20:00 Torsdag 29. juni 2023,https://www.instagram.com/karpe_offisiell/?hl=da,https://open.spotify.com/artist/3X23gpg1vPacr0hBARyxtN?si=ZUsK3xVPQj2PlEL3tx9Cmw,Norges største rapgruppe kommer til Danmark med spektakulært liveshow.
Lous And The Yakuza,https://www.roskilde-festival.dk/da/years/2023/acts/lous-and-the-yakuza/,CD/BE,Eos,19:30 Torsdag 29. juni 2023,https://www.instagram.com/lousandtheyakuza/?hl=da,https://open.spotify.com/artist/2HPiMwJktBXqakN0hnON2R?si=Uu0a0RThSf6zhKBG2N0oLw,Fransksproget pop med soulet sensualitet fra congolesisk-belgisk stjerneskud.
Rina Sawayama,https://www.roskilde-festival.dk/da/years/2023/acts/rina-sawayama/,UK/JP,Arena,20:45 Torsdag 29. juni 2023,https://www.instagram.com/rinasonline/,https://open.spotify.com/artist/2KEqzdPS7M5YwGmiuPTdr5,Fremtidspop i sjette gear med koloenorme hooks og helteguitar. 
Sudan Archives,https://www.roskilde-festival.dk/da/years/2023/acts/sudan-archives/,US,Avalon,17:30 Torsdag 29. juni 2023,https://www.instagram.com/sudanarchives/,https://open.spotify.com/artist/2MPHBxznH1fj59jbOWY38u?si=iQMGOX2VTFWEubsuIqH9uw,Visionær kunstner leverer afrofuturistisk soulmusik og personlige sange
Yung Lean,https://www.roskilde-festival.dk/da/years/2023/acts/yung-lean/,,Arena,02:00 Torsdag 29. juni 2023,https://www.instagram.com/yunglean2001/,https://open.spotify.com/artist/67lytN32YpUxiSeWlKfHJ3?si=1f9zvokpT9aWP0DLA_ZC5w,Svensk kult-rapper med syret og melankolsk udtryk 
Chupame El Dedo,https://www.roskilde-festival.dk/da/years/2023/acts/chupame-el-dedo/,,Gaia,02:15 Torsdag 29. juni 2023,https://www.instagram.com/chupameeldedo/,https://open.spotify.com/artist/4xuTb7SFiVkESJFuxFk9Qb?si=tsQyhQk4SVyO3zkH0-amow,Kutteklædte satantilbedere med hang til tropiske rytmer 
Clarissa Connelly'S Canons,https://www.roskilde-festival.dk/da/years/2023/acts/clarissa-connellys-canons/,DK,Platform,12:00 Torsdag 29. juni 2023,https://www.instagram.com/clarissa.connelly/,https://open.spotify.com/artist/5YTJVNTfb9qDXATTlzuR5S?si=pIzOLU4FSJGIGka0s8yFCg,Clarissa Connelly forbinder folkemusik og fornyelse i tre særlige seancer
Courtney Marie Andrews,https://www.roskilde-festival.dk/da/years/2023/acts/courtney-marie-andrews/,US,Avalon,13:15 Torsdag 29. juni 2023,https://www.instagram.com/courtneymarieandrews/,https://open.spotify.com/artist/1EI0B66miJj5Fl408B7E9H?si=Lhk-wUJKTBuewc5cwXFewg,"Længsel, nærvær og et stærkt greb om den amerikanske folk-tradition "
Dal:Um,https://www.roskilde-festival.dk/da/years/2023/acts/dalum/,KR,Platform,16:15 Torsdag 29. juni 2023,https://www.instagram.com/dal__um/,https://open.spotify.com/artist/4DE7afkjFxYier8CkuQUJb?si=h0BgYjr3SG6yQuUujUuOYw,Imponerende koreanske strengeinstrumenter finder nye poetiske veje hos enestående duo 
Danmarks Underholdningsorkester,https://www.roskilde-festival.dk/da/years/2023/acts/danmarks-underholdningsorkester/,DK,Platform,13:30 Torsdag 29. juni 2023,https://www.instagram.com/dkunderholdningsorkester/,https://open.spotify.com/playlist/5W0vbpdNlcuIw2N1S5Cr8C,Kom helt tæt på den klassiske musiks største komponister formidlet af sublim strygerkvartet
Dry Cleaning,https://www.roskilde-festival.dk/da/years/2023/acts/dry-cleaning/,,Gaia,23:45 Torsdag 29. juni 2023,https://www.instagram.com/drycleaningband/,https://open.spotify.com/artist/7DlD7rLG9MKuvXtTeACzkO,Postpunk-fornyere mellem kølig distance og flimrende fascinationskraft 
Ethel Cain,https://www.roskilde-festival.dk/da/years/2023/acts/ethel-cain/,US,Avalon,15:00 Torsdag 29. juni 2023,https://www.instagram.com/mothercain/,https://open.spotify.com/artist/0avMDS4HyoCEP6RqZJWpY2?si=9M_GbKl0RdWPOWjzteznAQ,"Stærk og personlig historiefortæller svøbt i americana, drømmepop og southern gothic "
Eyes,https://www.roskilde-festival.dk/da/years/2023/acts/eyes/,DK,Eos,13:30 Torsdag 29. juni 2023,https://www.instagram.com/eyesbandcph/,https://open.spotify.com/artist/6H3XsRIiUv0xVicrxWIHIJ?si=2-WhEK0zSH--f-dewPVcvQ,Københavnske hardcore-mestre bader dig i sort galde med intenst liveshow
Florist,https://www.roskilde-festival.dk/da/years/2023/acts/florist/,US,Gloria,12:30 Torsdag 29. juni 2023,https://www.instagram.com/mlesprg/,https://open.spotify.com/playlist/4X3nNZpb6K01VWthTG95lf,"Poetisk møde mellem skrøbelig folk, ambient og synth-eksperimenter"
Gabber Modus Operandi,https://www.roskilde-festival.dk/da/years/2023/acts/gabber-modus-operandi/,ID,Platform,21:00 Torsdag 29. juni 2023,https://www.instagram.com/gabbermodusoperandi/,https://open.spotify.com/artist/4z8y2MjTFwLa73dABYP1io?si=962sFmrtT2ikXuzcDTlPfQ,Ekstrem trancemusik fra Balis undergrund
Gyedu-Blay Ambolley,https://www.roskilde-festival.dk/da/years/2023/acts/gyedu-blay-ambolley/,GH,Gaia,12:00 Torsdag 29. juni 2023,https://www.instagram.com/gyedublay_official/,https://open.spotify.com/artist/3K7G8Czqv2acbaWlxFfjbj?si=CvVVV5ThSuCcauKpkwzWPA,Legendarisk bandleder fra Ghana bringer sin simigwa-lyd til Roskilde 
Harvey Sutherland,https://www.roskilde-festival.dk/da/years/2023/acts/harvey-sutherland/,AU,Eos,23:00 Torsdag 29. juni 2023,https://www.instagram.com/harveysutherland/,https://open.spotify.com/artist/4CxFlJDif0atTK3gZebcEf?si=tfxokMwsRA2i6Y3DTFWLqA,Australsk producer bringer futuristisk funk-fest til Roskilde med stor bandopsætning 
Indigo De Souza,https://www.roskilde-festival.dk/da/years/2023/acts/indigo-de-souza/,US,Gaia,18:30 Torsdag 29. juni 2023,https://www.instagram.com/indigofaraway/,https://open.spotify.com/artist/3ir2pF2mkiEWqyPenKTh5e,Rå følelser formidles i stærke og upolerede sange af den albumaktuelle sangskriver
Ithaca,https://www.roskilde-festival.dk/da/years/2023/acts/ithaca/,UK,Gaia,16:00 Torsdag 29. juni 2023,https://www.instagram.com/ithacaband/,https://open.spotify.com/artist/7HIvrtPrTTxXrBeJkiRj8x?si=iOkpO4zmTPGrTGQdApQDNQ,Med rødder i metal og hardcore leverer Ithaca kantslag til racisme og homofobi
Koloah,https://www.roskilde-festival.dk/da/years/2023/acts/koloah/,UA,Apollo,00:00 Torsdag 29. juni 2023,https://www.instagram.com/koloah/,https://open.spotify.com/artist/47h1fkAGUe9nbV8TLPYUAM?si=sA2-bzblSrqqKR3eD1BQJg,En af Kyivs vigtigste elektroniske musikere åbner Fast Forward-kurateret nat med AV-show 
Leenalchi,https://www.roskilde-festival.dk/da/years/2023/acts/leenalchi/,KR,Gaia,20:45 Torsdag 29. juni 2023,https://www.instagram.com/leenalchi/?hl=da,https://open.spotify.com/artist/0kHgYUOcTac5RhkYx1thsq?si=dTWegvhDSZyzMgqhY8Cw6A,Alternativ koreansk pop med fire forsangere og new wave-inspiration.
Léon,https://www.roskilde-festival.dk/da/years/2023/acts/l%C3%A9on/,SE,Eos,17:00 Torsdag 29. juni 2023,http://instagram.com/leon,https://open.spotify.com/artist/4SqTiwOEdYrNayaGMkc7ia?si=zKFZl3yuQey6pzapc2w0QQ,Synth-eufori fra svensk popvidunder 
Melodi Ghazal,https://www.roskilde-festival.dk/da/years/2023/acts/melodi-ghazal/,DK/IR,Gloria,16:30 Torsdag 29. juni 2023,https://www.instagram.com/melodighazal/,https://open.spotify.com/artist/6f05TSa46XPA6UoITTjqwm?si=oBbs2larRM-W1XiEs51bUw,Melodi Ghazal leverer pop med kant og iranske rødder
Mor,https://www.roskilde-festival.dk/da/years/2023/acts/mor/,SE,Gaia,14:30 Torsdag 29. juni 2023,https://www.instagram.com/mor_wakeup,https://open.spotify.com/artist/4VLZWJV6x7gfDSasogv3sb?si=REB5zg_LS0W70ESxFAGJLw,"Svensk supertrio blander episk pop, hip-hop og eksperimentallyst"
Newa,https://www.roskilde-festival.dk/da/years/2023/acts/newa/,GE,Apollo,01:00 Torsdag 29. juni 2023,https://www.instagram.com/newa.music/,https://open.spotify.com/playlist/5W0vbpdNlcuIw2N1S5Cr8C,Fast Forward byder på eksperimenterende techno fra Georgien med Newa 
Nora Brown,https://www.roskilde-festival.dk/da/years/2023/acts/nora-brown/,US,Gloria,14:30 Torsdag 29. juni 2023,https://www.instagram.com/little.nb/,https://open.spotify.com/artist/7h7pPNSsoz0NnyDmIqY7OT?si=H6QNFaRkShOxfc3D2zZorw,Banjo-vidunder med sjælfuldt take på amerikansk folk
Nova Twins,https://www.roskilde-festival.dk/da/years/2023/acts/nova-twins/,UK,Eos,01:00 Torsdag 29. juni 2023,https://www.instagram.com/novatwinsmusic/,https://open.spotify.com/artist/7I95CM75shzCjHuTzrepjM?si=n7bS8RbGQLCP7CDpblx2nA,En supernova af urban punk rammer Roskilde
Pongo,https://www.roskilde-festival.dk/da/years/2023/acts/pongo/,AO/PT,Gloria,00:00 Torsdag 29. juni 2023,https://www.instagram.com/pongo_official/,https://open.spotify.com/artist/17MjqHVqjHRfIKAKen6o34?si=4dX6-FWlQq6aB5CoEmXjvw,Dronningen af progressiv kuduro sætter gang i dansegulvet 
Prisma,https://www.roskilde-festival.dk/da/years/2023/acts/prisma/,DK,Avalon,00:30 Torsdag 29. juni 2023,https://www.instagram.com/prisma.theband/?hl=da,https://open.spotify.com/artist/5b02TpKt4S8eb9f7Smg8Au?si=2IYe4ilmTve_OLi8DYtgtw,Ultra-catchy indierock fra danske power-søstre.
Rachel Noon,https://www.roskilde-festival.dk/da/years/2023/acts/rachel-noon/,US,Apollo,02:30 Torsdag 29. juni 2023,https://www.instagram.com/rachelnoondj/,https://open.spotify.com/playlist/5W0vbpdNlcuIw2N1S5Cr8C,Ustoppelig energi og rave-ånd fra feteret Brooklyn-DJ  
Ruslan Mays,https://www.roskilde-festival.dk/da/years/2023/acts/ruslan-mays/,UA,Apollo,02:30 Torsdag 29. juni 2023,https://www.instagram.com/ruslanmays/?hl=da,https://open.spotify.com/artist/1YeeNkaw6ahO6STbC1wliv?si=lLnYzZ9RQ02LFyKnIKhV0Q,Dedikeret ambassadør for Kyivs techno-undergrund gæster Fast Forward-natten på Roskilde
Shaé Universe,https://www.roskilde-festival.dk/da/years/2023/acts/sha%C3%A9-universe/,NG,Eos,15:15 Torsdag 29. juni 2023,https://www.instagram.com/shaesuniverse/?hl=en,https://open.spotify.com/artist/5gaElx30yTGGiOCVnml29N?si=PwYM84maSe6an1qoaa0VdA,"Fantastisk nigeriansk sangerinde forener soul, R&B og drill"
Soul Glo,https://www.roskilde-festival.dk/da/years/2023/acts/soul-glo/,US,Gloria,18:30 Torsdag 29. juni 2023,https://www.instagram.com/soulglophl/?hl=da,https://open.spotify.com/artist/0mWrp0C4ShdOjs7P29Gzan?si=AZl6I0W8Rrm5bbpgyULsmA,"Indignerede hardcorepunkere leger med blæsere, samples og hiphopbeats."
Special Interest,https://www.roskilde-festival.dk/da/years/2023/acts/special-interest/,US,Gloria,20:30 Torsdag 29. juni 2023,https://www.instagram.com/specialinterest.no,https://open.spotify.com/artist/2CYTLJOt91YLe1JLStFu6m?si=bLULh4MaRvil5mx9zjWMgA,"Eklektisk punkband får dig til at danse, mens verden forfalder"
Sugar,https://www.roskilde-festival.dk/da/years/2023/acts/sugar/,DK,Apollo,01:00 Torsdag 29. juni 2023,https://www.instagram.com/sugar_electronics/,,Medrivende techno med åndelige rødder i punkens og metallens intensitet
Uniform,https://www.roskilde-festival.dk/da/years/2023/acts/uniform/,US,Gloria,01:45 Torsdag 29. juni 2023,https://www.instagram.com/uniform_nyc/?hl=en,https://open.spotify.com/artist/3TaLdYu9rA6H364ROYMmvF?si=YGV_A5xpTxmFFTZ8zx8J6w,Knusende industrial og musikalsk delirium fra brutal New York-trio 
Yunè Pinku,https://www.roskilde-festival.dk/da/years/2023/acts/yun%C3%A8-pinku/,,Gloria,22:30 Torsdag 29. juni 2023,https://www.instagram.com/yune.pinku/?hl=en,https://open.spotify.com/artist/2sY4BbYrbvNVgsNzo6HddD?si=buToaCKeQhmEjqnNWi7pMA,Malaysisk-irsk kunstner forener ravens ekstase og chillout-stemninger i strejftog gennem natten 
Blur,https://www.roskilde-festival.dk/da/years/2023/acts/blur/,UK,Orange,22:30 Fredag 30. juni 2023,https://www.instagram.com/blurofficial/,https://open.spotify.com/artist/7MhMgCo0Bl0Kukl93PZbYS?si=-pGfUtHkQJ27_6fVuSFg9w,Den ikoniske britiske kvartet vender endelig tilbage til Orange Scene.
Rosalía,https://www.roskilde-festival.dk/da/years/2023/acts/rosal%C3%ADa/,ES,Arena,23:15 Fredag 30. juni 2023,https://www.instagram.com/rosalia.vt/,https://open.spotify.com/artist/7ltDVBr6mKbRvohxheJ9h1?si=2Zl19AkwSmuH24jw5UdaNA,Med sin seneste triumf af et album vender den visionære spanske popstjerne tilbage til Roskilde
Christine And The Queens,https://www.roskilde-festival.dk/da/years/2023/acts/christine-and-the-queens/,FR,Orange,01:00 Fredag 30. juni 2023,https://www.instagram.com/christineandthequeens,https://open.spotify.com/artist/04vj3iPUiVh5melWr0w3xT,Fransk popstjerne vender tilbage til Dyrskuepladsen med overdådigt liveshow. 
D-Block Europe,https://www.roskilde-festival.dk/da/years/2023/acts/d-block-europe/,,Arena,20:30 Fredag 30. juni 2023,https://www.instagram.com/dblock_europe/,https://open.spotify.com/playlist/5W0vbpdNlcuIw2N1S5Cr8C,UK drill-duo med fuld fart mod stjernerne 
